ACCE_ABSORB_COST	Kombinálás ára: %d
PET_SKILL_LEARN_FAIL_CONDITIONS	A kedvenced nem elég idõs vagy még nem érte el a szükséges szintet. Csak a hõsies házikedvencek tanulhatnak készségeket.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Hõsi képzést akarsz kezdeni vele: "%s"?
PET_SKILL_TOOLTIP_COOLTIME	Várakozási idõ: %s másodperc
PET_SKILL_TOOLTIP_DURATION	Idõtartam: %d másodperc
PET_SKILL_TOOLTIP_FEATHER	A házikedvenc %d%% eséllyel aktiválja a Pehelykönnyû lépéseket %.1f másodpercre.\n Támadás %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Amikor TP-d 20%% alá csökken, van \n %d%% esélyed TP-d növelésére ennyivel: %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Karakterednek %d%% esélye van legyõzhetetlenségre,\n Amikor TP-d 10%% alá csökken. \n Hatás idõtartama: %.1f másodperc.	SAA
PET_SKILL_TOOLTIP_REMOVAL	%d%% esély van azonnal eltávolítani \n minden hatást, mint lassítás, mérgezés vagy vérzés,\n amennyiben karaktered érintett.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Hõsi képzés növelése a következõ szintre?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Ára: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Védekezés
PET_TOOLTIP_HP	TP
PET_TOOLTIP_LEVEL	Szint
PET_TOOLTIP_LIFETIME_OVER	Lejárt
PET_TOOLTIP_SKILL_BONUS_VALUE	hõsi képzésen
PET_TOOLTIP_SKILL_CUR_LEVEL	Szint: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Következõ szint: %d (max. %d)
PET_TOOLTIP_SP	MP
PET_TOOLTIP_TRADABLE	Átadható
PET_TOOLTUP_SKILL	%s (Állapot: %d)
PICK_ITEM_TITLE	Tárgy szám
PICK_MONEY_TITLE	Összeg
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Az eladásra kínált tárgyak értéke nem haladhatja meg a megengedett összesített értéket.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Az eladásra kínált tárgyak értéke nem haladhatja meg a megengedett összesített értéket.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	Ez több, mint 999 Won. Kérjük, gyûjtsd be a pénzed most.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	Ez több, mint 2 milliárd Yang. Kérjük, gyûjtsd be a pénzed most.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Ezt nem nyithatod meg ezen a térképen.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Szeretnéd bezárni a magánboltod?
PREMIUM_PRIVATE_SHOP_DURATION	Idõtartam: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	A bolt jelenleg nincs nyitva, mert épp módosítás alatt áll.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Ez a gomb a Prémium magánbolthoz van. A használatához elõbb meg kell vásárolnod a Tárgypiacon.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Jelszó
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_USE_ITEM	Szeretnéd használni a Prémium magánbolt tárgyat?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Nem tudod begyûjteni a pénzed, mert több, mint 999 Won lenne nálad.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Nem tudod begyûjteni a pénzed, mert több, mint 2 milliárd Yang lenne nálad.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Nincs begyûjthetõ pénz.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Több Wont fizettél, mint amennyit ki tudsz venni.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Több Yangot fizettél, mint amennyit ki tudsz venni.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Nem tudod begyûjteni a pénzed, mert túl nagy összeget írtál be.
PRIVATESHOPSEARCH_ABLITY_POTION	Harmat
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Finom kelme
PRIVATESHOPSEARCH_ARMOR	Felszerelés
PRIVATESHOPSEARCH_ARROW	Nyilak
PRIVATESHOPSEARCH_BELL	Harangok
PRIVATESHOPSEARCH_BELT	Övek
PRIVATESHOPSEARCH_BLEND	Bájitalok
PRIVATESHOPSEARCH_BLOOD_PEARL	Vérvörös gyöngy
PRIVATESHOPSEARCH_BLUE_PEARL	Kék gyöngy
PRIVATESHOPSEARCH_BODY	Vértek
PRIVATESHOPSEARCH_BOW	Íjak
PRIVATESHOPSEARCH_BUYTIME	Meg akarod venni a kiválasztott tárgyat?
PRIVATESHOPSEARCH_CLAW	Karmok
PRIVATESHOPSEARCH_CLEAR_POTION	Elixírek
PRIVATESHOPSEARCH_COSTUME	Öltözékek
PRIVATESHOPSEARCH_COSTUMEBODY	Öltözék
PRIVATESHOPSEARCH_COSTUMEHAIR	Frizura
PRIVATESHOPSEARCH_COSTUME_ACCE	Vállpántok
PRIVATESHOPSEARCH_COSTUME_MOUNT	Hátas
PRIVATESHOPSEARCH_CRYSTAL	Kristály
PRIVATESHOPSEARCH_DAGGER	Tõrök
PRIVATESHOPSEARCH_DEAD	Halott
PRIVATESHOPSEARCH_DETACHMENT	Kõ kézikönyv
PRIVATESHOPSEARCH_DIAMOND	Gyémánt
PRIVATESHOPSEARCH_DS	Sárkánykõ-alkímia
PRIVATESHOPSEARCH_DS_BLACK	Ónix
PRIVATESHOPSEARCH_DS_BLUE	Zafír
PRIVATESHOPSEARCH_DS_GREEN	Jáde
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Gyémánt
PRIVATESHOPSEARCH_DS_YELLOW	Gránát
PRIVATESHOPSEARCH_EAR	Fülbevalók
PRIVATESHOPSEARCH_FAN	Legyezõk
PRIVATESHOPSEARCH_FISH	Halak
PRIVATESHOPSEARCH_FOOTS	Lábbelik
PRIVATESHOPSEARCH_GEM	Drágakövek
PRIVATESHOPSEARCH_GIFTBOX	Ajándékdobozok
PRIVATESHOPSEARCH_HEAD	Sisakok
PRIVATESHOPSEARCH_LIVE	Élõ
PRIVATESHOPSEARCH_MATERIAL	Anyagok
PRIVATESHOPSEARCH_METIN	Szellemkövek
PRIVATESHOPSEARCH_NECK	Nyakláncok
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Nem tudsz tárgyakat vásárolni a megfelelõ csomó nélkül.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Nem tudsz tárgyakat keresni a megfelelõ csomó nélkül.
PRIVATESHOPSEARCH_NODELAY_POTION	TP-tárgyak
PRIVATESHOPSEARCH_ORE	Érc
PRIVATESHOPSEARCH_PET	Házikedvenc-rendszer
PRIVATESHOPSEARCH_PETAGG	Házikedvenc tojások
PRIVATESHOPSEARCH_PETSKILLBOOK	Házikedvenc készségkönyvek
PRIVATESHOPSEARCH_PICK	Csákányok
PRIVATESHOPSEARCH_POTION	Bájitalok
PRIVATESHOPSEARCH_QUEST	Küldetés
PRIVATESHOPSEARCH_QUIVER	Tegezek
PRIVATESHOPSEARCH_RESOURCE	Tárgy feljavítás
PRIVATESHOPSEARCH_ROD	Horgászbotok
PRIVATESHOPSEARCH_SELECTITEM	Választanod kell egy tárgyat.
PRIVATESHOPSEARCH_SHIELD	Pajzsok
PRIVATESHOPSEARCH_SKILLBOOK	Készségkönyvek
PRIVATESHOPSEARCH_SKILLFORGET	Feledés könyve
PRIVATESHOPSEARCH_SPECIAL	Egyebek
PRIVATESHOPSEARCH_STONE	Energia-töredékek
PRIVATESHOPSEARCH_SWORD	Egykezes kardok
PRIVATESHOPSEARCH_TREASUREBOX	Ládák
PRIVATESHOPSEARCH_TUNING	Tekercsek
PRIVATESHOPSEARCH_TWOSWORD	Kétkezes kardok
PRIVATESHOPSEARCH_UNIQUE	Egyedi
PRIVATESHOPSEARCH_USEITEM	Kellékek
PRIVATESHOPSEARCH_USESPECIAL	Egyebek
PRIVATESHOPSEARCH_WEAPON	Fegyverek
PRIVATESHOPSEARCH_WHITE_PEARL	Fehér gyöngy
PRIVATESHOPSEARCH_WRIST	Karkötõk
PRIVATE_SHOP_CANNOT_SELL_ITEM	Ezt a tárgyat nem adhatod el magán boltban.
PRIVATE_SHOP_CLOSE_QUESTION	Szeretnéd bezárni a magán boltod?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	A magánbolt neve
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Ár
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Nincs találat.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Válassz egy tárgyat a kereséshez!
PVP_LEVEL0	Lovagias
PVP_LEVEL1	Nemes
PVP_LEVEL2	Jó
PVP_LEVEL3	Barátságos
PVP_LEVEL4	Semleges
PVP_LEVEL5	Agresszív
PVP_LEVEL6	Álnok
PVP_LEVEL7	Alattomos
PVP_LEVEL8	Kegyetlen
PVP_MODE_GUILD	PvP - Céh aktiválva.
PVP_MODE_KILL	PvP - Szabad aktiválva
PVP_MODE_NORMAL	PvP - Béke aktiválva
PVP_MODE_PROTECT	PvP - Védelem aktiválva
PVP_MODE_REVENGE	PvP - Ellenséges aktiválva
PVP_OPTION_KILL	Szabad
PVP_OPTION_NORMAL	Béke
PVP_OPTION_PROTECT	Védelem
PVP_OPTION_REVENGE	Ellenséges
PVP_TOURNAMENT_DO_NOT_AUTO	Nem használhatod az automatikus támadást a PvP bajnokságon.
QUEST_APPEND	Új feladat érkezett.
QUEST_HOUR	Óra
QUEST_MIN	perc
QUEST_SEC	másodperc
QUEST_TIMEOVER	Idõ lejárt
QUEST_UNLIMITED_TIME	Nincs idõkorlát
QUEST_ZEROSEC	0 mp.
QUICKSLOT_REGISTER_DISABLE_ITEM	Ez a tárgy nem adható a gyors elérésû mezõhöz.
RAMADAN_EVENT_BREAD_MAX_COUNT	Már a maximális mennyiségû Kenyér van nálad.
RAMADAN_EVENT_FIG_MAX_COUNT	Már a maximális mennyiségû Áldás gyümölcs van nálad.
RAMADAN_EVENT_GET_BREAD	Szereztél 1 Kenyeret.
RAMADAN_EVENT_GET_FIG	Szereztél 1 Áldás gyümölcsöt.
RAMADAN_EVENT_NOT_ENOUGH_BREAD	Szükséged van további 10 Kenyérre.
RANKING	Helyezés
RANKING_BOARD_MEMBER	Tagok
RECEIVE_MESSAGE	%s üzenetet küldött neked.
REFINE_COST	Javítási költségek: %d Yang
REFINE_DESTROY_WARNING	A tárgy megsérülhet a fejlesztés során.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Valóban fejleszteni akarod ezt a tárgyat?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Ha nem sikerül, a tárgy megsemmisül. Szeretnéd folytatni?
REFINE_DOWN_GRADE_WARNING	A tárgy a javítás közben elromolhat.
REFINE_DO_YOU_SEPARATE_METIN	Szeretnéd eltávolítani a Szellemkövet?
REFINE_ELEMENT_CHANGE_TEXT	%s mostantól a %s elemmel rendelkezik.
REFINE_ELEMENT_DOWNGRADE_TEXT	Az elementáris energia csökkentésre került.
REFINE_ELEMENT_EXIST	Ehhez a tárgyhoz már egy másik elem tartozik.
REFINE_ELEMENT_GRADE_MAX	Már elérted az elementáris energia maximális szintjét.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Az elementáris energia csak +7-es és erõsebb fegyvereknél elérhetõ.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Nincs elegendõ Yang.
REFINE_ELEMENT_NOT_EXSIT	Nem használható ezzel a tárggyal.
REFINE_ELEMENT_TEXT_DARK	Sötétség +%d
REFINE_ELEMENT_TEXT_EARTH	Föld +%d
REFINE_ELEMENT_TEXT_ELECT	Villám +%d
REFINE_ELEMENT_TEXT_FIRE	Tûz +%d
REFINE_ELEMENT_TEXT_ICE	Jég +%d
REFINE_ELEMENT_TEXT_WIND	Szél +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Nem sikerült az elementáris energiával való megerõsítés.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Sikerült az elementáris energiával való megerõsítés.
REFINE_FAILURE	Jaj, ne, ez nem mûködött! Elhibáztuk!
REFINE_FAILURE_CAN_NOT_ATTACH	%s nem tudja ezt a tárgyat hozzákapcsolni.
REFINE_FAILURE_DEL_ITEM	A fejlesztés sikertelen volt. A tárgy megsemmisült.
REFINE_FAILURE_EQUIP_ITEM	Felszerelt tárgyat nem tudsz fejleszteni.
REFINE_FAILURE_GRADE_DOWN	A fejlesztés sikertelen volt. A tárgy szintje csökkent.
REFINE_FAILURE_KEEP_GRADE	A fejlesztés sikertelen volt.\nSzerencsére a tárgy sérülés nélkül megúszta.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Nem lehet eltávolítani Szellemkövet.
REFINE_FAILURE_NEED_BETTER_SCROLL	Egy jobb javító tekercsre van szükséged.
REFINE_FAILURE_NO_GOLD_SOCKET	Nincs arany foglalat %s hozzáadásához.
REFINE_FAILURE_NO_MORE_REINFORCE	Ezt már nem fejlesztheted tovább.
REFINE_FAILURE_NO_MORE_SOCKET	Nem lehet több foglalatot hozzáadni.
REFINE_FAILURE_NO_SOCKET0	Nincs foglalat %s felszereléséhez.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Erre a tárgyra nem lehet foglalatokat készíteni.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Ez a tárgy nem javítható.
REFINE_QUESTION_CONFIRM	Biztosan folytatod?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Ha a fejlesztés sikertelen lesz, a szintje többé nem éri el a szett-hatáshoz szükséges minimumot, ezért a szett-hatás törlõdik.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Ha fejleszted a tárgyat, a szett-hatás eltávolításra kerül.
REFINE_SUCCESS	A tárgy javítás sikeres volt.
REFINE_SUCCESS_PROBALITY	Javítási esély: %d%%
REFINE_WARNING2	Folytatod?
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	Véletlenszerû újraéledés
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Meghaltál. \nVisszatérsz az Elementálok birodalmából!
RESTART_POPUP_GIVEUP_MIST_ISLAND	Megöltek az öt szentély csatájában.\nMost visszakerülsz a faluba.
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	A karaktered halott. \nHamarosan a városba leszel teleportálva.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	Keserû vereség! A kalandod itt véget ér.
RESTART_POPUP_RESTART_HERE_SUNGMAHEE_GATE	Egy véletlenszerû helyen éledsz újra ezen a területen.
REVIVE_QUESTION	Szeretnéd feléleszteni %s-t? Felélesztõ prizmák száma: %d
REVIVE_SELF_QUESTION	Szeretnéd feléleszteni magad? Felélesztõ prizmák száma: %d
ROULETTE_REWARD_TEXT	Tárgy begyûjtése
SAFEBOX_ERROR	Hibás jelszót adtál meg.
SAFEBOX_NEED_CHANGE_PASSWORD	A jelszavad érvényessége lejárt.\nKérjük, válassz egy újat!
SAFEBOX_SELL_DISABLE_SAFEITEM	A mentett tárgyakat nem adhatod el.
SAFEBOX_UNAVILABLE_PASSWORD_01	Nem használhatod ezt a jelszót.
SAFEBOX_UNAVILABLE_PASSWORD_02	A jelszavadnak legalább %d karakterbõl kell állnia.
SAFEBOX_UNAVILABLE_PASSWORD_03	A mostani jelszavad írtad be. Kérjük, válassz egy újat!
SAFEBOX_UNAVILABLE_PASSWORD_04	A jelszavad nem tartalmazhat %d azonos vagy egymást követõ számot.
SAFEBOX_UNAVILABLE_PASSWORD_05	Speciális karakterek nem engedélyezettek. Engedélyezett karakterek: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	A jelszóknak azonosnak kell lenniük.
SCREENSHOT_SAVE1	el van mentve a
SCREENSHOT_SAVE2	Screenshot könyvtárba
SCREENSHOT_SAVE_FAILURE	A képernyõkép mentése sikertelen.
SECOND	mp
SECOND_CONFIRM_PET_FEED_QUESTION_1	A tárgyadban %d vagy több bónusz van.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Biztosan szeretnéd megetetni kedvenceddel?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	A tárgyadban %d vagy több bónusz van.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Biztosan szeretnéd eladni?
SECRET_DUNGEON_CREATE_REWARD_IMPOSSIBLE	Szeretnél belépni az Enigma templomba?\nNem kaphatsz több napi jutalmat. (Hátralevõ idõ: %s)
SECRET_DUNGEON_CREATE_REWARD_POSSIBLE	Szeretnél belépni az Enigma templomba?\nElérhetõ számodra a napi jutalom.
SECRET_DUNGEON_ENTER_DUNGEON_RE_REQUEST	Ki kell lépned a csoportból, ha nem lépsz be.\nSzeretnél belépni?
SECRET_DUNGEON_ENTER_LIMIT_TIME	A belépésig hátralevõ idõ: %d mp.
SECRET_DUNGEON_ENTER_MEMBER_REWARD_IMPOSSIBLE	Létrehoztál egy Enigma templom kihívást. Belépsz a kihívásba?\nNem kaphatsz több napi jutalmat. (Hátralevõ idõ: %s)
SECRET_DUNGEON_ENTER_MEMBER_REWARD_POSSIBLE	Létrehoztál egy Enigma templom kihívást. Belépsz a kihívásba?\nElérhetõ számodra a napi jutalom.
SECRET_DUNGEON_ENTER_QUESTION_ANSWER_TIMEOVER	Visszautasítottad a belépési kérelmet.
SECRET_DUNGEON_ENTER_QUESTION_NO	Nem
SECRET_DUNGEON_ENTER_QUESTION_YES	Igen
SELECT_ATTR_NOTICE	Nem nyithatsz magánboltot a Megbûvölõ tárgy+ használata közben.
SELECT_ATTR_NOT_OPEN	Nem használható a Megbûvölõ tárgy+, amíg nyitva van a magánboltod.
SELECT_ATTR_NOT_SELECT	Döntsd el, megtartani vagy cserélni akarod a bónuszokat.
SELECT_CAN_NOT_DELETE	Nem törölheted a karaktert.
SELECT_CAN_NOT_DELETE_ATTR67	Nem törölheted a karaktered,\namíg egy bónusz hozzáadása folyamatban van.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	Nem törölheted a karaktered, amíg az egy céh tagja.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Nem törölheted a karaktered, mert lélekhez kötött tárgyak vannak rajta.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Nem törölheted az egyetlen karaktered, mert vannak még tárgyak a raktáradban.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Csak a legfeljebb 119-es szintû karakteredet törölheted.
SELECT_CAN_NOT_DELETE_MARRIAGE	Nem törölhetsz házas karaktereket.
SELECT_CAN_NOT_DELETE_PREMIUM_PRIVATE_SHOP	Még vannak áruid a magánboltodban.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	A törlõ kód érvénytelen.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Nem törölheted ezt a karaktert közvetlenül a létrehozása után. Várakozási idõ: %s
SELECT_CHANGED_NAME	Megváltoztattad a karakter nevét.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Már létezik ez a  karakter név.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Próbáld meg megint.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Ez nem megfelelõ karakternév.
SELECT_CHANGE_NAME_TITLE	Karakter név változtatás
SELECT_DELEING	Törlés...
SELECT_DELETED	Sikeres törlés
SELECT_DO_YOU_DELETE_REALLY	Folytatod?
SELECT_EMPTY_SLOT	Ez egy üres mezõ.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Adj meg egy új karakter nevet.
SELECT_NOT_JOIN_GUILD	Nincs céhben
SERVER_NOTIFY_CLOSED	Lezárt szerver: csak a lezárás elõtt létrehozott fiókok léphetnek be.
SERVER_STATUS_CLOSE	LEZÁRT
SERVER_STATUS_NEW	ÚJ
SERVER_STATUS_SPECIAL	SPECIÁLIS
SERVER_STATUS_STANDBY	LEZÁRT
SET_ITEM_CLEAR_CONFIRM_QUESTION	Szeretnéd eltávolítani a szett-hatást?
SET_ITEM_CLEAR_CONFIRM_QUESTION_1	Ez a tárgy %d bónusszal/Szellemkõvel rendelkezik.
SET_ITEM_CLEAR_CONFIRM_QUESTION_2	Biztos vagy benne?
SET_ITEM_DO_NOT_EQUIP_ITEM	Felszerelt tárgyakhoz nem lehetséges szett-hatások hozzáadása.
SET_ITEM_DO_NOT_SEAL_ITEM	Ezt nem tudod megtenni egy lélekhez kötött tárggyal.
SHOP_BUY_INFO	Válaszd ki a tárgyat, amit meg akarsz vásárolni a bolt ablakból.
SHOP_CANNOT_SELL_EQUIPMENT	Nem adhatsz el felszerelt tárgyat.
SHOP_CANNOT_SELL_ITEM	Ez a tárgy nem eladó.
SHOP_ERROR_UNKNOWN	Ismeretlen Bolt Hiba: %s
SHOP_EXCEED_LIMIT_TODAY	Már túllépted a pontok használatára megadott napi korlátod.
SHOP_INVALID_POS	Ez a tárgy nem megfelelõ.
SHOP_INVENTORY_FULL	A leltárban nincs több hely.
SHOP_LIMITED_DATA_LOADING	Az adatok betöltése folyamatban van. Kérjük, próbáld újra késõbb.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Rendelkezésre álló tárgyak: %d
SHOP_LIMITED_PURCHASE_OVER	Elfogyott
SHOP_LIMIT_TODAY	Napi korlát: %d / %d
SHOP_MY_BATTLE_POINT	Harci pontok: %d
SHOP_MY_MEDAL_OF_HONOR	Bátorság medálja: %d
SHOP_NOT_ENOUGH_10TH_COIN	Nincs elég Évfordulós Érméd.
SHOP_NOT_ENOUGH_BATTLE_POINT	Nincs elegendõ harci pontod.
SHOP_NOT_ENOUGH_BNW	Nincs nálad elég Látók érméje.
SHOP_NOT_ENOUGH_GUILD_LEVEL	A céh szintje túl alacsony.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Nincs elegendõ Bátorság medálja.
SHOP_NOT_ENOUGH_MONEY	Nincs elég Won vagy Yang
SHOP_NOT_ENOUGH_MONEY_EX	Nincs elegendõ Yangod.
SHOP_SELL_INFO	A leltár ablakodban válaszd ki az eladandó tárgyat.
SHOP_SOLDOUT	Elfogyott
SHOT_ERROR_UNKNOWN	Ismeretlen hiba a távolsági támadás során: %s
SKILL_BLEEDING	Vérzés
SKILL_BOHO	Visszaverés
SKILL_BUDONG	Nem használható többé
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	EXP-re van szükséged, hogy kitanuld ezt a képességet.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Könyvre van szükséged, hogy kitanuld ezt a készséget.
SKILL_CHEONGEUN	Erõs test
SKILL_CRITICAL	Kritikus találat
SKILL_ENCHANT_POISON	Méreg használat
SKILL_EUNHYEONG	Láthatatlan
SKILL_FAINT	Ájulás
SKILL_FIND_TRAP	Csapda keresés
SKILL_FIRE	Égetés
SKILL_FISHMIND	A Horgászgömb aktív
SKILL_GAMJI	Megfog
SKILL_GEOMGYEONG	Kard aurája
SKILL_GEONGON	SKILL_GEONGON Nem használható többé
SKILL_GICHEON	Sárkány segítsége
SKILL_GIGONG	Chi forgás
SKILL_GONGPO	Félelem
SKILL_GRADE_NAME_GRAND_MASTER	%s nagymester
SKILL_GRADE_NAME_MASTER	%s mester
SKILL_GRADE_NAME_PERFECT_MASTER	%s tökéletes mester
SKILL_GROUP_ASSASSIN_1	Penge
SKILL_GROUP_ASSASSIN_2	Íj
SKILL_GROUP_HORSE	Lovaglás
SKILL_GROUP_SHAMAN_1	Sárkány
SKILL_GROUP_SHAMAN_2	Gyógyító
SKILL_GROUP_SURA_1	Fegyver
SKILL_GROUP_SURA_2	Mágia
SKILL_GROUP_WARRIOR_1	Test
SKILL_GROUP_WARRIOR_2	Mentális
SKILL_GWIGEOM	Elvarázsolt penge
SKILL_GYEONGGONG	Pehelykönnyû járás
SKILL_HEUKSIN	Sötét védelem
SKILL_HOSIN	Áldás
SKILL_HWAYEOM	SKILL_HWAYEOM Nincs többé használatban
SKILL_HYEOLMA	SKILL_HYEOLMA Nincs többé használatban
SKILL_INC_ATKSPD	Megnövelt támadósebesség
SKILL_INC_MOVSPD	Megnövelt mozgási sebesség
SKILL_INMA	SKILL_INMA Nincs többé használatban
SKILL_JEOJU	Átok
SKILL_JEONGEOP	Gyógyít
SKILL_JEONGWI	Harci mámor
SKILL_JEONSINBANGEO	Teljes védelem
SKILL_JEONSINGONGGYEOK	Totális támadás
SKILL_JEUNGCHE	SKILL_JEUNGCHE Nincs többé használatban
SKILL_JEUNGHON	SKILL_JEUNGHON Nincs többé használatban
SKILL_JEUNGRYEOK	Támadás +
SKILL_JEUNGSOK	Sebesség +
SKILL_JIGAM	SKILL_JIGAM Nincs többé használatban
SKILL_JIPJUNG	SKILL_JIPJUNG Nincs többé használatban
SKILL_JUMAGAP	Elvarázsolt felszerelés
SKILL_JUMAGEOM	SKILL_JUMAGEOM Nincs többé használatban
SKILL_KWAEGEOM	SKILL_KWAEGEOM Nincs többé használatban
SKILL_KWAESOK	Gyorsaság
SKILL_LEGBOUND	SKILL_LEGBOUND Nincs többé használatban
SKILL_MUSA	SKILL_MUSA Nincs többé használatban
SKILL_MUYEONG	Láng szelleme
SKILL_NEED_EMPTY_BOTTLE	Nincs üres üvegem.
SKILL_NEED_POISON_BOTTLE	Nincs méregüvegem.
SKILL_ONLY_FOR_GUILD_WAR	Ezt a készséget csak céhháborúban kamatoztathatod.
SKILL_PABEOP	Varázslat érvénytelenítés
SKILL_POWERFUL_STRIKE	Kábult támadás
SKILL_SEOMGWANG	Villám bomba
SKILL_SINCHAK	SKILL_SINCHAK Nincs többé használatban
SKILL_SLEEP	Alvás
SKILL_SLOW	Lassan
SKILL_STUN	Elkábít
SKILL_SUHO	Õr
SKILL_SUMMON_DESCRIPTION	Felidézés esélye: %d%%
SKILL_TOOLTIP_INT	Intelligencia
SKILL_TOOLTIP_LEVEL	Szint
SKILL_TOXICDIE	Mérgezés
SKILL_TOXICPOWER	Méregtámadás fokozva
SKILL_TUSOK	Szellem ütés
SKILL_WONSIN	SKILL_WONSIN Nincs többé használatban
SKILL_YONGSIN	SKILL_YONGSIN Nincs többé használatban
SOLO_RK_CATEGORY_BATTLE_ROYALE	Battle Royale
SOLO_RK_CATEGORY_BATTLE_ROYALE_RECORD_0	Gyõzelmek
SOUL_ITEM_TOOLTIP_APPLY	A hatás aktív
SOUL_ITEM_TOOLTIP_BLUE1	Játékidõ: %d/%d perc 
SOUL_ITEM_TOOLTIP_BLUE2	A készség kár növekszik a játékidõ elérésekor ennyivel: x%.1f
SOUL_ITEM_TOOLTIP_COMMON	Nem érvényes: PvP, átváltozás
SOUL_ITEM_TOOLTIP_RED1	Játékidõ: %d/%d perc 
SOUL_ITEM_TOOLTIP_RED2	A támadó sebzés növekszik a játékidõ elérésekor ennyivel: x%.1f
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Hátralevõ támadások: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	A lélek lejár
SOUL_ITEM_TOOLTIP_UNAPPLIED	A hatás nem aktív
SOUL_REFINE_FAILURE	A fejlesztés sikertelen volt.
SOUL_REFINE_SUCCESS	A fejlesztés sikeres volt!
STAT_MINUS_CON	Életerõ beállítás (maradék esély: %d)
STAT_MINUS_DEX	Ügyesség kiigazítás (Maradék esély: %d)
STAT_MINUS_INT	Intelligencia beállítás (maradék esély: %d)
